Polarity,Alignment.ID,Poor_peak_shape,Average.Rt.min.,Average.Mz,Metabolite.name,Metabolite,Adduct.type,Post.curation.result,Fill..,MS.MS.assigned,Reference.RT,Reference.m.z,Formula,Ontology,INCHIKEY,SMILES,Annotation.tag..VS1.0.,RT.matched,m.z.matched,MS.MS.matched,Comment,Manually.modified.for.quantification,Manually.modified.for.annotation,Isotope.tracking.parent.ID,Isotope.tracking.weight.number,RT.similarity,m.z.similarity,Simple.dot.product,Weighted.dot.product,Reverse.dot.product,Matched.peaks.count,Matched.peaks.percentage,Total.score,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,X1,X11,X12,X13,X14,X15,X16,X17,X19,X2,X4,X5,X6,X7,X8,X9,QC1,QC2,QC3,X1.1,X1.2,ppm
Pos,19776,,14.904,799.6709,SM 41:2;O2|SM 17:1;O2/24:1,SM 17:1;O2/24:1,[M+H]+,null,0.32,TRUE,11.404,799.66882,C46H91N2O6P,SM,POQOEIGODOXWFL-UHFFFAOYSA-N,O=C(NC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)C=CCCCCCCCCCCCC)CCCCCCCCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,19776,0,0,0.99,0.72,0.83,0.46,3,2,2.31,356.45,QC2,799.67090:7364083 800.67557:4233786 801.68023:1032275,77.13417:4225 84.17849:4750 86.09158:6444 86.09654:169961 90.74818:5020 92.19402:31675 98.98407:7864 104.10706:20865 105.99879:5028 120.04782:5297 125.00002:62748 152.87302:5361 168.83600:4919 184.07368:2398499 250.25290:6248 469.71689:4997 506.33981:5434 577.25879:5436 712.38623:8831,20863205,12409499,17409844,30718832,9385487,25969320,36673268,17410520,22137201,11941911,22649916,14042214,20009096,30992836,13494611,26873528,79923633,75403509,83981567,24102970.2,25850296.93,2.601076781
Pos,20577,,18.21,815.70294,SM 42:1;O2|SM 18:1;O2/24:0,SM 18:1;O2/24:0,[M+H]+,null,0.37,TRUE,12.976,815.70007,C47H95N2O6P,SM,QEDPUVGSSDPBMD-UHFFFAOYSA-N,O=C(NC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,20577,0,0,0.98,0.74,0.84,0.46,3,2,2.31,5627.88,QC1,815.70294:86485400 816.70761:45190144 817.71228:12715074,82.23602:31602 86.09651:1433122 92.19128:56325 92.19747:132831 98.98433:142851 101.70319:28866 104.10712:248421 125.00000:857541 157.72873:28241 159.21770:25270 178.11789:27503 184.07367:25689000 197.49698:30532 197.87146:26794 264.26929:53444 268.68716:29263 352.55237:29667 451.09839:32171,409273088,456516448,304698976,493434663,256221328,604912832,599974656,333228800,427244832,326787296,608273856,398968889,443770976,665591808,283076416,352946304,1073553499,1062619404,1092146695,368689486.2,331311364.3,3.518450109
Pos,20477,,15.613,813.68665,SM 42:2;O2|SM 18:1;O2/24:1a,SM 18:1;O2/24:1,[M+H]+,null,0.47,TRUE,12.215,813.68439,C47H93N2O6P,SM,WKZHECFHXLTOLJ-UHFFFAOYSA-N,O=C(NC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,20477,0,0,0.99,0.73,0.84,0.46,3,2,2.31,20760.05,QC3,813.68665:292784288 814.69131:157116992 815.69598:44176728,75.72087:80314 86.09658:4282350 92.04617:77095 92.19245:347795 92.19855:209996 96.26230:77034 98.98473:276641 104.10722:557324 112.38142:75271 117.49625:77498 125.00024:2216284 173.20398:76404 177.47098:96739 184.07378:67492792 229.97479:95659 236.03679:82725 264.26685:92796 312.30008:87701 345.00192:94444 368.43695:93909 612.60797:113211,2328606464,2115350528,1715629056,2731655680,1496009728,3592249856,3191789568,1657973760,2005626880,1531619200,2994147328,2439241728,2497567232,2967852800,1561638272,1699209871,4800434037,4732217299,4723703432,1394129579,1527560368,2.777489685
Neg,6745,,9.619,720.48242,PS 31:0|PS 15:0_16:0,PS 15:0_16:0,[M-H]-,null,1,TRUE,8.255,720.48212,C37H72NO10P,PS,YMQHGFKMTUEJFL-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,6745,0,0,0.99,0.31,0.57,0.58,8,2,2.22,24819.82,QC3,720.48401:259486 721.48868:107372 722.49334:0,77.27164:4377 78.95893:6016 80.40984:4149 90.69897:4899 92.20359:12606 93.08983:4223 109.91801:4053 134.15433:4938 152.99615:4914 172.50189:4897 172.51588:4873 199.70058:5001 241.21626:5372 255.23265:28458 362.52881:5884 391.22458:17967 395.22107:4790 576.50769:5056 633.44952:10944,1496261,1465712,2279738,2283004,545523,2509762,1125101,651657,2462870,2080739,1471089,869038,1778678,2466270,1038171,1230160,2527180,2528521,2622454,1180852.491,787627.9874,0.416387849
Neg,7002,,10.392,734.49939,PS 32:0|PS 16:0_16:0,PS 16:0_16:0,[M-H]-,null,0.58,TRUE,8.538,734.4978,C38H74NO10P,PS,KLFKZIQAIPDJCW-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,7002,0,0,1,0.46,0.76,0.64,5,2,2.32,135293.4,QC2,734.49854:1072169 735.50320:356053 736.50787:0,76.04086:4942 78.95877:10550 91.36252:4604 92.19965:27339 92.20586:12795 95.18398:4248 128.06500:4230 146.29054:4692 152.99551:26075 213.43210:4631 255.23247:75986 303.23233:7944 391.22476:53596 409.23566:23326 522.35938:5367 647.46692:37121,6017500,4315534,8977387,5586640,1745490,7438543,1625096,1451881,8462237,6933743,2547812,1639296,5460126,4349801,3281222,2280428,8530649,8496198,8547445,4106922.935,3053974.239,2.164744401
Neg,6967,,9.027,732.48407,PS 32:1|PS 16:0_16:1,PS 16:0_16:1,[M-H]-,null,1,TRUE,8.107,732.48212,C38H72NO10P,PS,SQYNOJCBJMSMAA-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,6967,0,0,1,0.52,0.73,0.63,8,2,2.32,163814.5,QC1,732.48346:1306676 733.48813:642534 734.49279:154857,78.95880:37135 82.55361:4712 92.20116:8883 96.96941:5566 98.41724:4791 136.12125:4913 145.41255:5271 152.99574:70686 253.21753:75816 255.23296:167281 354.10898:4834 389.20999:10045 391.22537:57074 409.23514:29126 606.38251:6258 645.45026:20721,7472631,6977959,11741408,11983377,2410063,14585363,6234349,2497193,13117545,10410773,8045416,3224001,8411135,8983756,4594794,4180541,12372166,12143856,12927195,8366930.434,4171860.748,2.662181024
Neg,7504,,10.387,760.51501,PS 34:1|PS 16:0_18:1,PS 16:0_18:1,[M-H]-,null,0.95,TRUE,8.451,760.51343,C40H76NO10P,PS,OIWCYIUQAVBPGV-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,7504,0,0,1,0.59,0.77,0.74,8,2,2.39,902382.1,QC3,760.51440:17376396 761.51907:8300826 762.52374:1832499,78.95892:283916 92.20396:22152 96.96936:40203 105.38988:4800 134.03531:4773 134.98489:6230 144.95920:5488 152.99559:582969 171.00522:7375 173.74419:4997 253.21774:26771 255.23288:1278793 257.12601:5486 267.23346:35140 269.24841:10357 281.24835:558445 306.01505:5174 381.22791:5291 391.22543:416616 409.18356:10679 409.23557:198005 417.24167:104650 435.25107:23480 594.96307:5997 673.47992:193610 760.52197:6264,122799046,104604461,226225127,230398172,43730914,251955881,108350864,46961613,233705704,194246813,118882180,66089556,178232656,151402612,75443928,82583660,227954566,228989509,229738210,149956002.1,77010858.88,2.077543851
Neg,7451,,9.022,758.49915,PS 34:2|PS 16:1_18:1,PS 16:1_18:1,[M-H]-,null,1,TRUE,8.164,758.4978,C40H74NO10P,PS,ISTSBKDAWNZURU-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCC=CCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,7451,0,0,1,0.48,0.66,0.69,8,2,2.33,108841.1,QC1,758.49878:1884250 759.50345:944377 760.50811:828020,75.13193:4921 78.95890:35261 82.22807:4548 92.20233:42065 113.57967:4205 151.95685:4920 152.99545:66591 222.44188:5138 241.21951:5060 253.21715:184641 267.23245:61265 279.23184:5561 281.24869:100593 389.21213:34864 407.22168:9556 417.24155:10425 435.24954:8308 455.92267:5027 671.46265:22164,10408886,11483018,18272604,19522125,4978276,16688994,8230214,3688114,18041385,18071896,8874741,4609914,12788028,11008998,8145257,5856865,20364506,17531176,16425629,11590136.02,6436661.963,1.779833771
Neg,7839,,11.23,774.53052,PS 35:1|PS 17:0_18:1,PS 17:0_18:1,[M-H]-,null,1,TRUE,8.676,774.52911,C41H78NO10P,PS,UNBDIKFARPKNLC-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,7839,0,0,1,0.56,0.75,0.73,8,2,2.38,1265.12,QC1,774.53040:7086380 775.53506:3158690 776.53973:1661398,75.07022:4312 78.95432:7066 78.95890:213661 78.96329:9822 89.17642:5056 92.20229:50842 96.96942:39493 106.04919:5581 119.10749:5492 134.98470:6298 152.99561:442309 253.21690:9344 255.23209:36527 267.23260:30005 269.24847:962370 281.24835:453652 283.26306:62052 329.24832:21908 405.24088:355860 417.24155:58751 419.25626:21559 423.25146:179492 435.24945:6468 687.49719:156564 774.53064:7884,54250336,60240389,92273054,107779752,26930367,103663686,55265580,31219968,100618896,98304280,57056714,42020992,89068541,89471531,44819352,55439032,117406875,117459399,115446393,65167129.75,36297265.65,1.820460951
Neg,8178,,12.163,788.54681,PS 36:1|PS 18:0_18:1,PS 18:0_18:1,[M-H]-,null,0.58,TRUE,9.017,788.54468,C42H80NO10P,PS,AJFWREUFUPEYII-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8178,0,0,1,0.59,0.79,0.68,8,2,2.37,1082.68,QC1,788.54578:10696020 789.55044:4874029 790.55511:1458599,78.95893:327847 82.46284:5227 92.20135:48696 96.96912:57066 134.98428:6247 152.99557:630904 171.00627:9478 249.39682:6759 269.24881:7649 281.24847:614256 283.26410:1454395 322.37103:6565 417.24158:103388 419.25650:608892 435.24829:27188 437.26727:278358 541.54370:7077 569.90656:6821 701.51239:280938,109271231,89600243,183168595,175692698,42896924,184071184,64503679,39725446,183061330,157745130,81271780,52477550,139560329,108228261,72807376,61682376,163064011,161540048,156031517,110106732,55035720.86,2.701178581
Neg,8133,,10.358,786.53027,PS 36:2|PS 18:1_18:1,PS 18:1_18:1,[M-H]-,null,0.47,TRUE,8.486,786.52911,C42H78NO10P,PS,WTBFLCSPLLEDEM-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8133,0,0,1,0.55,0.74,0.65,5,2,2.34,1286.52,QC1,786.52972:12273163 787.53439:5696277 788.53906:1639135,78.95894:309571 79.41808:7158 81.54987:4818 85.20289:5981 88.15691:6632 92.20425:28813 96.96943:53146 105.37174:5411 134.98500:8588 152.99559:622517 171.00604:13522 184.41664:6022 250.02246:6218 267.23294:39021 269.24911:5539 279.23215:24389 281.24832:2041505 293.24875:6086 308.39130:5746 381.68829:5681 417.24100:613434 435.25113:262009 699.49609:195938 786.53802:10624,99702359,84252364,199868881,193294971,40287882,179353617,60067946,25841938,206106363,172252335,64722812,39530364,152416931,82457839,65406181,42384297,170201426,170676008,165091290,113130501.4,68169210.94,1.474834161
Neg,8026,,9.026,782.49933,PS 36:4|PS 16:0_20:4,PS 16:0_20:4,[M-H]-,null,1,TRUE,8.164,782.4978,C42H74NO10P,PS,FNOBGXQUVKEMEE-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8026,0,0,1,0.37,0.63,0.56,8,2,2.24,271297.2,QC3,782.49811:1971380 783.50278:933888 784.50744:664164,77.16433:5114 78.95898:37975 81.81155:5144 83.55791:4379 92.20228:42647 92.48899:4992 93.79851:4597 95.96091:5609 101.29802:4151 101.34367:4037 104.64890:5431 147.37889:5070 152.99574:90901 153.00674:8983 156.50276:4569 160.19200:4981 190.29292:4760 255.23291:191678 303.23230:38469 391.22601:47710 396.45465:4994 409.23593:33334 695.46631:20273 752.56201:5422,11131300,11011510,19858600,20528665,4997291,22773427,12989944,5906122,19322241,18464509,14216673,8917586,14859592,17136717,8423036,10420372,19548452,19457787,18838434,14362767.1,5743932.206,1.955277063
Neg,8354,,9.692,796.51514,PS 37:4|PS 17:0_20:4,PS 17:0_20:4,[M-H]-,null,0.89,TRUE,8.344,796.51343,C43H76NO10P,PS,NYRLAGYOGZBIFV-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8354,0,0,1,0.45,0.64,0.54,8,2,2.25,84189.12,QC1,796.51398:1573886 797.51864:877415 798.52331:2011699,78.95895:34602 92.19971:22506 92.20592:16197 107.93972:4955 137.07234:4717 142.06541:5209 152.99559:96827 255.23260:59392 267.23355:5803 269.24854:216266 303.23297:149432 404.40576:5031 405.23996:83254 423.25348:36099 709.47882:11534,10618010,15296267,15713576,16769272,7637338,17451693,14103856,6485709,15792328,16746562,14532169,8911595,12404601,17335438,8449337,13422993,21605257,21298336,20081393,12685700.61,6103301.236,2.146856457
Neg,8751,,11.765,812.54498,PS 38:3|PS 18:0_20:3,PS 18:0_20:3,[M-H]-,null,0.42,TRUE,8.819,812.54468,C44H80NO10P,PS,WHUMBFDYURAXQS-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8751,0,0,1,0.46,0.67,0.6,8,2,2.29,335899.5,QC1,812.54443:2782746 813.54910:1653660 814.55377:734633,78.95890:87456 92.19938:47961 92.20595:31942 96.96958:7291 110.88546:6571 112.27185:5190 152.99570:195783 170.00548:5586 175.07620:5037 221.78325:5274 281.24893:8952 282.25418:6611 283.26419:443170 303.23453:6775 304.23596:6261 305.21622:8663 305.24854:145984 307.26334:8371 308.26834:22453 419.25620:140073 437.26685:75280 441.24207:11567 725.51788:39843,17511800,15868408,43621643,61974692,7106754,44388112,17541502,6281992,45277028,37037240,20262292,9374723,27094134,20609680,11436066,8310384,39426806,38429213,41152589,15900759.55,15100567.72,0.369210466
Neg,8692,,10.437,810.53015,PS 38:4|PS 18:0_20:4,PS 18:0_20:4,[M-H]-,null,1,TRUE,8.565,810.52911,C44H78NO10P,PS,IULWELDCBXQXED-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8692,0,0,1,0.48,0.69,0.59,8,2,2.29,449.19,QC2,810.52985:3647752 811.53451:1724978 812.53918:634261,78.95895:77278 79.54236:4601 81.63358:5049 92.19958:28098 92.20585:16258 96.96921:4978 107.73028:5651 113.16833:4707 152.99564:188700 162.52998:6245 185.53539:5143 207.47035:5063 219.79994:4864 236.00105:5094 269.24814:9522 281.24850:5597 283.26404:435594 303.23309:142789 419.25656:132031 437.26694:68822 439.22556:11529 641.32355:5520 723.49414:34080,25889373,24128781,47016846,43660522,10650030,45678328,21154389,11336472,45517105,41699321,24187694,15475088,27026423,30301065,17151272,18571242,44652406,44727758,43606176,29813221.69,14404902.2,1.28311246
Neg,8694,,9.647,810.5304,PS 38:4|PS 18:1_20:3,PS 18:1_20:3,[M-H]-,null,0.74,TRUE,8.555,810.52911,C44H78NO10P,PS,VYKUHSAPTTXFOP-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8694,0,0,1,0.34,0.45,0.68,8,2,2.25,392.6,QC3,810.52985:3786789 811.53451:1842252 812.53918:737744,77.53052:4510 78.95893:7709 92.20232:44816 112.56464:4888 152.99561:21894 166.77155:5357 267.23306:21031 281.24850:96404 291.23322:112278 303.23370:20256 305.24866:100868 417.24176:6923 677.56940:5811 723.49664:6027 810.52936:8387,13363636,28933228,12087178,28924361,16698452,12194620,27870613,10547497,15244262,33221185,26278148,10290476,14101904,30910780,16258380,15801885,37741303,36277449,35830843,21525558.71,9814328.046,1.591552955
Neg,8639,,9.029,808.51483,PS 38:5|PS 18:1_20:4,PS 18:1_20:4,[M-H]-,null,1,TRUE,8.357,808.51343,C44H76NO10P,PS,YEPDLFVZBAYNRO-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8639,0,0,1,0.4,0.62,0.61,8,2,2.27,258807.1,QC2,808.51355:2527821 809.51822:1348544 810.52289:468224,75.26855:4518 78.95879:64599 88.66651:4637 92.20355:40844 96.96909:10314 130.85995:5290 140.67392:5241 149.48190:5149 152.99556:141426 153.37500:5344 180.90363:5172 216.24014:4893 255.23280:28129 281.24844:264930 303.23346:71943 304.74359:5372 391.22345:8502 414.77585:5323 417.24112:58358 435.25296:36226 439.22256:6592 534.58142:5878 614.16876:5910 721.48145:26271,21360829,19329200,35243998,35706860,11334601,33252506,16939462,8585409,36588969,35069300,18053428,11894475,26340812,22249256,14800025,14440805,33678106,33808911,32623224,23103334.06,10960774.53,1.731572968
Neg,9291,,10.071,835.53436,PI 34:1|PI 16:0_18:1,PI 16:0_18:1,[M-H]-,null,0.53,TRUE,8.472,835.53418,C43H81O13P,PI,PDLAMJKMOKWLAJ-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9291,0,0,0.91,0.21,0.46,0.73,9,2,2.19,70701.09,QC3,835.54163:349438 836.54629:262261 837.55096:153438,76.74291:4051 78.95905:7099 79.46707:5710 82.54263:4409 87.59101:4598 87.94921:4114 92.20226:43295 102.97907:4441 129.78508:4916 152.99557:21380 241.01131:10108 255.23268:23698 281.24893:36827 283.26447:12180 284.26785:10121 329.25046:53509 330.25281:42899 391.22580:8667 419.25522:7920 835.54169:42588,5401358,6068748,11137922,10693288,2693633,10712869,6754284,2140780,11403685,9187947,4675699,5210001,6782726,8752010,4474412,3836899,5202841,4559322,2540456,3464484.004,3157500.34,0.215431043
Neg,9849,,10.038,861.54749,PI 36:2|PI 18:1_18:1,PI 18:1_18:1,[M-H]-,null,0.68,TRUE,8.556,861.54993,C45H83O13P,PI,LALGUHSIWLNTNW-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9849,0,0,0.97,0.41,0.78,0.83,6,2,2.38,84882.78,QC1,861.54535:566385 862.55002:613547 863.55468:0,76.08530:4692 78.95893:5863 79.80526:5023 89.86143:4965 92.20234:53845 110.75154:5505 133.95071:6179 203.38419:5336 223.00116:6586 241.01155:8657 243.80066:5115 281.24860:62935 300.99493:5131 579.29816:9301 861.54840:57546,2637644,2427828,5500136,5131446,423903,5676278,3075253,172632,5976433,5690718,711450,2635926,3601888,4571759,2004185,650992,5951513,6306671,6051805,2262159.262,2351990.299,2.832105157
Neg,9804,,9.878,859.53491,PI 36:3|PI 16:0_20:3,PI 16:0_20:3,[M-H]-,null,1,TRUE,8.312,859.53418,C45H81O13P,PI,UIRZYDCTGNCXNQ-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9804,0,0,1,0.45,0.71,0.82,9,2,2.39,218860.5,QC3,859.53473:2555158 860.53940:1177065 861.54406:388756,78.95887:8506 92.20206:44400 104.89100:4870 152.99577:30995 159.93869:5216 189.12489:5300 223.00058:11692 241.01170:86624 255.23294:34586 269.24866:21209 277.21692:33056 283.26468:27042 289.52573:5180 291.23187:12766 297.03815:7762 305.24731:57420 391.22589:10455 553.27954:7225 567.29279:6486 572.17029:5574 859.53003:123238,9129931,10464014,23631356,40204688,3594303,30458670,23645582,1715251,26974850,22344350,9428357,12582826,21599206,24570956,9460763,3873203,29567052,29366763,29087098,13234699.89,9573959.248,0.849297232
Neg,9769,,8.885,857.51923,PI 36:4|PI 16:0_20:4,PI 16:0_20:4,[M-H]-,null,1,TRUE,8.174,857.51862,C45H79O13P,PI,VWRYMIZQLPXULA-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9769,0,0,1,0.48,0.75,0.75,9,2,2.37,232146.9,QC1,857.51947:2620241 858.52414:1286915 859.52881:342181,87.64021:5588 92.14649:4560 92.20036:28526 152.99524:9380 159.07471:5817 171.31120:5960 195.30385:6221 235.43658:7516 241.01164:33752 255.23291:52780 303.23300:50334 391.22580:19972 550.13208:6496 553.27521:20135 857.51562:61186,6528884,6730053,14120603,17238520,2613874,20026970,17644276,2517032,13320536,13409913,6946732,14032620,13867362,23465814,6833311,6711680,20334243,20842186,20551458,12871024.74,6824593.958,0.711354816
Neg,9768,,8.574,857.51868,PI 36:4|PI 18:1_18:3,PI 18:1_18:3,[M-H]-,null,0.89,TRUE,8.087,857.51862,C45H79O13P,PI,GOWNAKLKHNFBLL-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9768,0,0,1,0.41,0.68,0.82,9,2,2.37,220078.3,QC3,857.51880:3273458 858.52347:1848519 859.52813:819422,78.09056:5771 78.95899:10900 80.98405:4436 86.62572:5201 89.02379:4453 92.20361:46287 92.21690:5446 118.53072:4854 122.94582:5310 124.93391:5527 152.99629:41566 156.44579:5245 157.41885:5676 203.21393:5425 221.36113:6042 223.00084:19835 241.01186:62866 253.21767:25524 267.23453:7893 277.21652:57664 281.24857:85875 283.26697:6196 291.23355:8903 305.24832:26525 417.24042:21937 444.24991:6437 579.29407:21522 597.29626:6479 666.32861:5797 753.91620:6456 857.51898:117258,1899701,2026408,8905395,15207849,384072,12806882,8737300,53682,11915058,8184594,2367350,2480481,5381575,6944916,1512584,312197,14418600,13871707,16531402,6975434.962,5800412.605,0.069969326
Neg,10095,,10.628,873.5506,PI 37:3|PI 18:0_19:3,PI 18:0_19:3,[M-H]-,null,0.47,TRUE,8.72,873.54993,C46H83O13P,PI,ZKAAUNIIOKGGTB-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,10095,0,0,1,0.51,0.75,0.81,9,2,2.4,681.58,QC3,873.55084:2703076 874.55551:1683968 875.56018:406733,78.95881:22766 80.41065:4972 92.19932:21904 92.20557:21803 95.42815:4665 152.99556:40393 192.57358:5649 223.00089:13097 241.01167:113463 259.02417:8871 269.24875:32966 283.26471:84437 291.23267:103297 297.03854:11609 305.24927:42076 410.28528:7184 419.25653:26193 567.29620:7902 581.31274:17398 873.54889:160825,7595722,10591150,17698913,31362623,4058156,25395055,21912498,1920789,22197489,20655667,8750127,12958003,18505974,26153028,9896477,4879624,27552917,26676664,26253575,16588515.95,9848387.713,0.766985351
