Polarity,Peak_shape,Alignment.ID,Average.Rt.min.,Average.Mz,Metabolite.name,Metabolite,Adduct.type,Post.curation.result,Fill..,MS.MS.assigned,Reference.RT,Reference.m.z,Formula,Ontology,INCHIKEY,SMILES,Annotation.tag..VS1.0.,RT.matched,m.z.matched,MS.MS.matched,Comment,Manually.modified.for.quantification,Manually.modified.for.annotation,Isotope.tracking.parent.ID,Isotope.tracking.weight.number,RT.similarity,m.z.similarity,Simple.dot.product,Weighted.dot.product,Reverse.dot.product,Matched.peaks.count,Matched.peaks.percentage,Total.score,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,QC.low_MSMS_pos2,XY.pos_1,XY.pos_10,XY.pos_11,XY.pos_12,XY.pos_13,XY.pos_14,XY.pos_15,XY.pos_16,XY.pos_17,XY.pos_19,XY.pos_2,XY.pos_3,XY.pos_4,XY.pos_5,XY.pos_6,XY.pos_7,XY.pos_8,XY.pos_9,X1,X1.1,ppm
Pos,Yes,24711,11.629,760.58429,PC 34:1|PC 16:0_18:1,PC 16:0_18:1,[M+H]+,null,0.68,TRUE,9.7,760.58508,C42H82NO8P,PC,MUBRGBFQSXZCJW-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCC,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,24711,0,0,1,0.02,0.01,0.34,6,0.33,0.87,484.28,QC-low_MSMS_pos2,760.58429:10257746 761.58896:4691736 762.59363:1224367,82.19085:3902 82.43596:4915 82.49203:4020 82.51019:3927 86.09639:83429 88.11220:4959 90.12310:3500 94.68357:3509 102.12757:5329 109.44875:4618 109.90675:5183 128.50735:4037 128.54915:3953 128.72842:3507 128.80077:3161 128.82802:3603 128.85744:5354 139.24680:3303 146.98177:61826 152.85561:5657 152.90891:4129 152.95082:3788 153.03232:4216 153.30316:4859 153.36191:3438 153.47859:4806 158.75891:9173 169.52869:3632 184.07338:41765 185.07639:5943 185.65842:4341 186.07899:4001 228.53131:4614 289.06854:5084 289.17599:4617 289.21362:4306 289.35382:4593 290.02945:4596 290.06485:4914 290.22079:5404 319.35349:4026 377.64890:5218 378.74570:6166 378.92429:6132 379.15787:4708 384.15906:4708 384.21500:5245 435.66998:4178 514.18719:4822 515.95898:5980 537.56982:18176 555.58331:12449 571.54993:11567 577.56274:622835 701.55457:298723 726.98010:4440 739.18127:4423 739.73273:6055 742.61743:4728 743.25079:5480 760.62994:36599,206772430,50746084,29885028,34711260,62190968,74168090624,71973871616,72221630464,66977927168,65971605504,73042001920,54835980,43675776,50239939,51091180,46163936,60178616,61567271,66787119,22377577520,33793695241,1.038674069
Neg,No,18186,10.377,786.53021,PS 36:2|PS 18:0_18:2,PS 18:0_18:2,[M-H]-,null,0.2,TRUE,8.578,786.52911,C42H78NO10P,PS,AGTPCXBHIGMTEU-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(N)C(=O)O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,18186,0,0,1,0.13,0.26,0.55,8,2,2.1,8.97,QC-low_MSMS_neg1,786.52911:104184 787.53378:37289 788.53845:0,78.95586:3912 82.27618:3475 87.20135:3975 94.38612:2984 94.66562:4033 94.67112:3367 94.69582:3471 95.18446:3186 100.99193:3208 113.68654:3940 120.52018:3329 128.10333:3817 128.59018:3863 128.59900:4063 128.63326:4631 128.92316:3956 129.03535:3594 144.11008:3241 152.96835:4841 152.99597:5815 153.33635:4166 153.34755:4468 171.02296:4399 185.00189:3625 185.15274:4242 271.94589:4682 279.23529:6076 283.26498:14657 289.24670:5430 289.27673:5636 290.11420:5969 319.57800:3974 377.74585:4636 377.78809:5331 378.99927:5427 379.08508:4841 388.54172:6574 419.25690:11760 452.15271:4474 514.00659:8877 514.07886:7870 514.63123:5838 515.68640:4724 515.98859:5023 516.05908:5943 516.13019:5070 586.22974:4354 699.50000:22123 739.85706:6746,245407,11629,12487,98011,36845,12024413,2660804,2019478,14760361,4002159,6606771,23550,72545,145433,30643,127412,34119,41989,35666,2.17E+06,4225269.863,1.398549635
Neg,No,19380,8.834,833.51886,PI 34:2|PI 16:0_18:2,PI 16:0_18:2,[M-H]-,null,0.65,TRUE,8.139,833.51862,C43H79O13P,PI,BSNJSZUDOMPYIR-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,19380,0,0,0.98,0.09,0.19,0.76,9,2,2.16,10039.83,QC-low_MSMS_neg1,833.52191:97464 834.52658:59404 835.53125:0,82.26004:5153 82.27969:4120 82.47517:6056 82.62856:3807 94.41248:4983 94.73360:4136 94.78590:4206 94.97801:3981 109.49378:4075 109.55174:5026 109.55897:3846 109.79130:4422 109.82406:3755 109.92620:4770 109.95949:3862 128.01787:4000 128.43669:3791 128.56035:5309 128.98537:5419 129.02644:4806 129.06908:5397 129.45911:3917 152.91960:4507 152.96896:4614 152.98042:4888 152.99617:4844 153.02956:6480 153.07704:3689 153.58627:4306 185.42973:4966 185.50288:3935 185.72728:5205 185.79970:6643 185.87332:3953 228.41656:4085 228.52750:7747 228.61586:5419 228.93535:4297 229.32465:8228 241.01227:5889 255.23415:9229 279.23312:8526 289.15402:5609 289.30917:6862 289.59448:3990 290.17480:5255 290.31610:6880 290.46091:5809 377.34885:4101 377.58304:4803 377.77295:6395 377.82022:5190 378.19916:8459 379.06726:7358 392.44754:5427 514.07764:6503 514.38324:5309 514.68805:4093 514.75616:4978 515.72540:5418 516.06561:5072 516.13129:7159 572.69641:4433 739.93774:5481 740.57117:6167 741.09644:7150 741.73767:4668 742.89941:7470 743.47235:9769 744.07629:4503 833.52130:23843,466948,59735,49387,128951,67604,5377051,525104,674602,2092755,241507,617791,120581,108066,142566,62337,103053,69251,97910,113779,5.83E+05,1220254.331,0.287935979
Neg,No,20105,10.17,861.55133,PI 36:2|PI 18:0_18:2,PI 18:0_18:2,[M-H]-,null,0.7,TRUE,8.558,861.54993,C45H83O13P,PI,KZVRAFHIKMDULK-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,20105,0,0,1,0.5,0.68,0.92,9,2,2.43,48750.88,QC-low_MSMS_neg1,861.55084:738122 862.55551:555385 863.56018:315464,78.95586:6393 82.25307:4102 82.40725:4406 92.34879:3629 94.38199:4164 94.49322:4257 94.67542:6205 95.68579:3815 101.46339:3275 102.95681:30490 109.34949:3595 109.55389:5600 109.72225:5277 109.82314:4536 120.93999:4207 128.46562:3550 128.55453:4321 128.76851:6723 129.01834:4894 134.98538:4147 152.64668:4396 152.67963:4070 152.99597:18183 153.02122:4547 153.25392:3831 171.23920:4358 184.98569:4524 185.04588:5512 185.06172:5010 185.12325:6113 185.33276:4245 185.36511:4307 185.72844:5003 199.41457:4189 223.00214:18269 228.59952:6036 229.21510:5492 241.01208:69563 250.55141:5267 259.02173:7244 279.23318:79313 279.26288:6838 281.24969:7556 283.26434:80019 288.03317:5369 289.14807:5998 289.26337:4184 289.29382:5823 290.13477:7551 290.30170:7416 297.03879:16042 377.75824:9182 377.80261:8063 378.20367:5479 379.06146:7193 379.25812:7711 385.62952:5895 385.67758:6563 413.05222:5442 417.24200:7487 419.25571:39506 513.99841:7206 514.34241:4763 514.70154:6026 516.07184:8501 577.27966:12872 581.31110:38614 599.32068:7636 708.51013:6090 726.65662:5118 739.93579:6648 740.65997:4953 741.02643:6311 741.61432:6439 742.85065:6780 743.38641:7148 861.54974:263246,4929347,443753,757175,773759,794117,2645421,1139940,528954,1885839,96316,204962,469169,642581,932108,583777,884651,808226,477261,489966,1.23E+06,1407264.77,1.624978369
Neg,No,20048,9.073,859.5351,PI 36:3|PI 18:1_18:2,PI 18:1_18:2,[M-H]-,null,0.3,TRUE,8.196,859.53418,C45H81O13P,PI,MXJMOLQIXMJUEL-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,20048,0,0,0.99,0.1,0.25,0.77,9,2,2.19,9750.74,QC-low_MSMS_neg1,859.53235:28343 860.53702:0 861.54168:0,82.24818:5419 82.50559:4063 94.39827:3606 94.66231:4875 94.74474:3637 94.77096:4173 95.35030:3115 95.93578:3149 97.29984:12717 102.95638:7137 104.63483:4337 109.46993:3516 109.47701:4837 109.50642:6051 109.61598:3550 109.90253:3958 128.50262:4848 128.53139:4531 128.53990:5794 128.57826:4499 128.76152:4215 128.99706:4591 129.33330:3491 137.89299:4186 152.85065:4620 152.94460:5456 152.99454:5299 153.00589:5387 153.16031:3502 153.41084:3260 153.54886:4793 157.23457:4662 159.51868:3196 185.10249:6416 185.12148:3979 185.16765:4400 185.63713:3688 185.75235:6798 228.07718:4400 228.46962:4404 228.57977:5737 229.18829:4076 241.01181:4659 279.23477:5307 281.24924:9892 289.33337:5193 290.09756:4677 290.13300:4377 290.27893:6997 356.31113:5367 370.32297:4503 377.34924:4297 379.00998:6364 379.22101:4602 390.26041:5793 417.24179:7441 513.92157:5856 514.01056:5787 514.09235:6828 516.07281:5640 619.97858:4743 739.31091:4906 739.82556:5990 739.96503:8423 740.48077:6748 740.99347:6334 741.48102:4964 742.79498:5045 743.38171:5203 859.53625:32241,370772,25354,57223,39573,49264,23989981,862799,636367,1594326,5507720,559250,12883,41213,93746,37562,45757,65191,38219,19877,1.72E+06,5384402.275,1.070347197
Neg,No,20683,10.519,887.5661,PI 38:3|PI 18:0_20:3,PI 18:0_20:3,[M-H]-,null,0.8,TRUE,8.733,887.56549,C47H85O13P,PI,GGSSNEAFVQRIHU-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,20683,0,0,1,0.16,0.33,0.79,9,2,2.23,18180.58,QC-low_MSMS_neg1,887.56567:277488 888.57034:138260 889.57501:70215,82.29973:3881 82.42101:4532 82.44447:3671 82.46705:3434 82.48457:5308 82.50719:4101 82.52804:3860 93.26299:3511 94.42358:5041 94.61082:3800 94.83041:3513 102.95686:4677 106.91270:3570 109.50061:3981 109.53947:4391 109.56998:4956 109.73517:4930 109.90585:5041 109.91597:3624 109.93061:4405 109.93957:4456 128.33327:4188 128.56027:4307 128.61447:4744 129.08778:4540 129.10562:4543 152.93774:5564 153.00078:3947 153.04013:4010 153.32098:4350 153.48471:6417 153.61015:4411 153.71196:4592 178.90364:4145 185.01143:6049 185.07843:6038 185.14708:3615 185.21391:3833 185.59286:3869 185.65930:3205 227.83527:4385 228.45804:5561 228.55176:5317 229.34238:5242 229.36285:5715 241.01251:13447 283.26337:21381 289.32224:6137 290.19534:8175 290.34311:4930 305.24911:13515 374.94034:4520 377.12512:5230 377.40054:6748 377.79871:9615 377.84592:6300 379.10260:6579 379.32468:6489 386.31854:9046 405.48627:4747 419.25772:14170 486.85495:4994 514.13525:6413 514.44653:5587 515.78033:4828 516.13440:7402 516.48560:5696 543.58057:5372 581.30823:13399 689.44305:5904 740.03149:5632 740.57690:6658 743.00360:7120 743.48224:7606 743.61237:7985 871.54199:5125 887.56964:43612,2067525,326400,356363,214593,482372,18678989,800084,2226317,2407900,5390991,546535,290484,318100,250099,262096,722054,268330,224641,591874,1.91E+06,4141906.64,0.687273229
Neg,No,20604,8.834,883.53387,PI 38:5|PI 18:1_20:4,PI 18:1_20:4a,[M-H]-,null,0.1,TRUE,8.217,883.53418,C47H81O13P,PI,XGZVRASBCZTHNO-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,20604,0,0,1,0.09,0.21,0.77,9,2,2.18,32374.04,QC-low_MSMS_neg1,883.53387:63716 884.53854:48121 885.54321:0,82.24165:4434 82.28229:4712 82.56584:4335 94.41353:4688 94.41969:4749 94.46308:3838 94.47013:5346 94.68643:4692 94.76492:6183 109.26482:3737 109.34996:4339 109.52629:4081 109.56179:3908 109.61598:4593 109.62425:4744 109.72771:4469 109.73456:3853 109.92921:4300 128.22585:3878 128.27074:4836 128.48625:4242 128.52119:4695 128.55664:4280 128.56720:5565 128.61238:4802 128.63623:3984 128.66504:3976 128.99544:3417 129.03412:3705 129.07596:4401 129.22614:3464 147.52855:3477 152.98351:5202 153.08511:4018 153.36218:3757 153.58945:6880 165.03093:4534 185.13927:3979 185.21492:5694 185.37270:4684 203.59329:4059 228.43782:6472 228.54654:5678 228.62914:5146 229.23868:4823 229.33591:6573 241.01132:8483 281.24915:11180 289.03949:6135 289.19266:5887 289.31451:6248 289.75726:4793 290.17749:6280 290.31543:5600 290.34378:4961 303.23389:9533 377.56769:5279 377.61478:4912 377.80057:8034 379.08987:9002 390.43747:7738 417.24176:7099 439.68524:5427 455.02118:4740 484.07248:5048 514.08179:9958 514.44080:6247 514.80811:5135 515.81433:5661 516.13043:9657 615.86249:4691 733.01666:4983 739.98364:8971 740.47174:5109 740.60901:6239 742.96338:6126 743.52789:10354 744.10303:6268 883.53467:27073,352223,27911,45118,73864,86375,2960332,1053255,1049496,2444574,318745,998200,34532,33031,80335,81831,71591,50012,47184,50960,5.16E+05,830443.1059,0.350863619
Neg,No,16166,14.272,728.56,PE O-36:2|PE O-16:1_20:1,PE O-16:1_20:1,[M-H]-,null,0.2,TRUE,11.542,728.56,C41H80NO7P,EtherPE,YXTRSCFEJBBRNO-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN)CCCCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,16166,0,0,0.98,0.17,0.29,0.49,3,2,2.09,8.23,QC-low_MSMS_neg1,728.56268:94491 729.56735:50992 730.57202:0,82.02812:3196 82.29400:3661 94.35256:3042 94.40319:4065 94.40901:4058 94.67751:3580 97.30061:6218 101.44475:3138 109.36462:2701 109.51876:3180 109.54957:4023 110.12170:3003 112.82365:2877 128.59424:4169 128.89314:3684 128.97682:3333 129.01129:4048 129.05484:3349 129.31712:3829 138.49994:3439 148.66676:3263 152.90855:4821 153.02202:4978 153.09235:2929 184.98230:4436 228.41203:5756 229.31046:4145 289.14795:5688 309.28030:40916 360.60001:4816 377.76236:6469 379.05707:6809 390.15521:6549 436.27930:4636 514.04956:8294 516.09784:4653,285712,125037,17836,3224,19989,4994562,3621857,3744253,3439360,2210106,3955014,137768,47469,4337,26794,14482,79301,34812,475614,1.19E+06,1729225.803,0
Neg,No,8338,1.731,438.26282,LPE 15:0,LPE 15:0,[M-H]-,null,0.4,TRUE,5.764,438.2626,C20H42NO7P,LPE,FGHPDPYCRTXYNZ-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8338,0,0,0.99,0.23,0.25,0.73,5,2,2.2,61.22,QC-low_MSMS_neg2,438.26126:146324 439.26593:0 440.27060:0,82.48830:2366 82.56258:2828 87.53023:2363 94.40577:2741 94.44724:3408 94.69471:2311 94.73906:2393 95.97364:2777 97.29186:4630 109.53231:2796 109.55556:2814 109.64193:2480 128.48901:3374 128.52879:3421 128.57622:2748 128.61542:4153 128.99112:3448 150.81393:2778 152.99405:3367 153.50645:2507 153.53162:3529 161.64427:2560 162.26360:2571 182.22934:3259 185.23854:2726 196.03790:3874 214.04744:3302 229.41542:3090 241.21713:48649 289.26813:3465 289.99420:4131 290.13651:4147 290.27985:3306 337.31348:3025 377.81747:4396 379.01822:3343 384.67221:3327 385.64783:4835 394.33847:5187 438.29407:30485,835370,26921,36563,6001,56095,1651503,923544,1175588,1187322,768150,1124717,44209,24592,38536,30483,27439,41444,40793,58282,4.32E+05,538214.4646,0.501982145
Neg,No,9243,1.819,464.27859,LPE 17:1,LPE 17:1,[M-H]-,null,0.5,TRUE,6.082,464.27829,C22H44NO7P,LPE,LNJNONCNASQZOB-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9243,0,0,0.96,0.18,0.23,0.69,5,2,2.15,66.12,QC-low_MSMS_neg2,464.27560:139581 465.28027:0 466.28494:0,82.15102:3118 94.43977:2929 94.58234:3028 94.71001:3098 94.73254:3142 94.89610:2634 96.54282:2552 109.58789:3967 109.62197:3131 109.99678:3679 128.60301:2825 128.80504:3382 129.06302:3113 149.18411:2498 152.83208:3069 153.02017:2933 159.59341:2632 175.03290:2854 185.11314:2757 185.14458:2851 185.19121:2835 185.21947:3764 185.61559:3002 185.77827:5371 185.92784:3265 196.03848:4209 229.49913:3231 256.00650:3223 265.94809:2893 267.23285:49322 289.10767:3813 289.21893:3409 289.36646:4196 289.40402:4019 289.45834:3184 290.17972:3648 290.40533:4036 343.99191:5721 377.68121:3614 377.84457:3680 377.90134:4554 379.13965:5218 379.19577:3792 384.95200:5288 464.30518:21066 466.62817:4129,823405,38611,24488,21005,14529,1684114,1892188,2193772,2144970,1398400,2588228,73218,12479,43277,63311,41252,13061,90177,52464,6.95E+05,917693.8986,0.646164179
Neg,No,10484,3.548,506.32394,LPE 20:1,LPE 20:1,[M-H]-,null,0.45,TRUE,6.907,506.3252,C25H50NO7P,LPE,JEAGLCKGAKACCE-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,10484,0,0,0.99,0.72,0.77,0.95,5,2,2.51,69.39,QC-low_MSMS_neg1,506.32394:411460 507.32861:140300 508.33328:7077166,78.95522:2974 82.28945:3426 82.30611:3144 82.56699:3281 94.52345:3898 94.73315:2965 94.75454:2882 94.76678:3179 94.79026:3495 103.97768:2747 110.48412:2648 128.59447:2957 129.79756:2879 143.83984:2869 153.01549:2918 153.09497:3500 153.56877:4049 185.43610:2907 196.03796:27418 214.04845:5109 228.61031:4122 281.24789:14108 289.28021:4079 289.31009:4315 290.16241:4714 290.28592:3236 290.53543:3478 290.57880:3551 309.27994:284598 377.78131:5325 379.09570:4558 379.13870:4946 379.28546:3570 389.64307:5456 438.09982:3396 506.32700:48475,7322845,238282,186745,0,107825,978824,170650,719156,550980,207891,914094,732047,83344,10889,11712,25787,158538,110174,1067301,9.76E+05,1976192.267,2.488519236
Neg,No,10370,1.859,502.29288,LPE 20:3,LPE 20:3,[M-H]-,null,0.5,TRUE,6.303,502.29391,C25H46NO7P,LPE,UEONHLLDVDPRRN-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,10370,0,0,1,0.63,0.72,0.94,5,2,2.48,65.85,QC-low_MSMS_neg1,502.29294:802854 503.29761:236753 504.30227:201820,82.57346:3048 82.57806:3376 94.50594:2645 94.61108:2740 94.72594:3216 94.74786:3102 94.79693:2517 94.80318:2830 97.30075:5828 97.72861:2946 106.87811:2597 107.65671:2739 109.50777:3240 109.59607:3141 109.90310:4046 109.93777:2597 109.94524:2609 110.01128:3027 115.92098:3913 118.52554:3275 128.50316:3863 128.58517:2958 128.80064:4087 140.01216:5638 153.05348:3505 153.59224:3486 154.17290:2695 185.09081:3704 185.16084:3152 185.17816:2994 185.75705:4835 185.81924:3627 196.03810:32229 214.04834:10738 219.25252:2709 229.17787:3711 229.36253:3227 229.47189:4098 280.23523:5010 288.29279:8535 289.21255:5367 289.34976:4080 289.40381:4744 290.21906:4638 290.37204:4432 290.64700:3968 305.24857:319102 338.85571:3553 377.82962:3314 377.91458:3761 378.03247:3450 379.13000:4689 392.11301:5934 392.16238:4815 450.29321:5391 452.30667:4360 502.29276:39663,10487676,534189,1876185,395972,436566,27636290,4437276,19423012,17963816,4861607,12572400,1114047,353917,460808,524228,502043,537087,1156437,591239,5.83E+06,8009900.944,2.050592252
Neg,No,10273,1.282,498.26294,LPE 20:5,LPE 20:5,[M-H]-,null,0.35,TRUE,5.409,498.2626,C25H42NO7P,LPE,KCWGBXXAJHVZNN-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCC=CCC=CCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,10273,0,0,0.98,0.09,0.14,0.73,5,2,2.14,58.16,QC-low_MSMS_neg2,498.26080:49928 499.26547:0 500.27014:299455,82.25780:2462 82.27737:3296 82.56727:2423 82.57994:2957 94.43603:3253 94.48199:3715 94.50592:2585 94.56878:2693 94.70416:3300 94.75565:3020 94.80869:3522 109.51894:2739 109.54914:3096 109.56896:3341 109.63638:2601 109.68537:2798 109.88807:2984 109.95068:2725 128.51303:2778 128.58887:3583 128.80084:2729 131.83051:3237 134.21764:2397 153.06168:3446 153.28751:3723 185.18163:3656 185.62831:3211 196.03735:4696 213.14934:5895 214.04759:3164 228.67377:3863 229.30951:3820 229.39139:5550 288.51633:3673 289.21869:3929 289.37378:4329 289.80576:3654 290.08627:4023 290.22256:4334 301.21744:11843 377.89014:4806 377.93536:4822 378.27701:3453 378.31964:4009 379.15790:4181 379.80182:3558,194278,7071,7358,4135,9483,1800849,297394,792364,729057,5085020,675177,12042,8539,8019,15620,24875,8770,12390,15077,4.88E+05,1171481.905,0.682371103
Neg,No,11536,2.107,528.3089,LPE 22:4,LPE 22:4,[M-H]-,null,0.9,TRUE,6.281,528.30957,C27H48NO7P,LPE,RSVFMXVZJZRSQQ-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCC=CCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,11536,0,0,1,0.81,0.91,0.95,5,2,2.56,73020.95,QC-low_MSMS_neg1,528.30890:1522542 529.31357:470486 530.31823:0,78.95549:6850 89.84859:2599 94.43486:2940 94.46584:3929 94.80470:2859 97.29977:5063 109.49291:3962 109.89144:3003 128.51392:3247 129.07845:3608 140.01172:10660 152.92334:3329 152.96284:3475 152.97475:3458 153.53049:3556 181.03336:3517 182.85263:2912 185.14435:3098 196.03801:67198 214.04860:18648 222.46509:2929 228.54793:3420 229.34648:3858 287.27383:14894 289.29034:3196 289.75708:3240 303.23419:5095 305.56619:3287 331.26431:564526 379.07834:4322 379.12405:3733 379.29666:3716 389.82367:5785 514.05585:3801 514.12408:3924 515.16711:3223 516.09326:5550 528.30969:64930,9539958,1431490,960904,224014,678684,1633412,515514,1852134,1392611,169492,1162035,2216689,1301088,1230798,1344481,1565281,1486809,933571,1357983,2.48E+06,4243039.987,1.268195842
Pos,No,32027,21.803,968.76929,TG 60:12|TG 20:4_20:4_20:4,TG 20:4_20:4_20:4,[M+NH4]+,null,0.05,TRUE,13.938,968.7702,C63H98O6,TG,SSTFWICCEAKSBO-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCC=CCC=CCC=CCC=CCC)CCCCCCC=CCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,32027,0,0,1,0.04,0.09,0.72,3,2,2.12,9.12,QC-low_MSMS_pos2,968.76929:97376 969.77395:64944 970.77862:0,82.19629:3841 82.33493:4182 82.38202:4935 82.44566:4289 82.53233:4494 88.11202:7306 94.38210:6099 94.41051:4434 94.70132:3886 94.75774:6240 97.27319:12412 102.12783:4521 109.44634:5399 109.51148:4004 109.67885:4091 109.77647:5124 109.78344:4959 109.90897:4755 128.46396:4537 128.71384:4680 128.72333:4595 128.80594:4987 128.93539:5164 129.05768:5376 145.31593:4616 152.92848:5051 152.96666:5669 153.18361:4584 153.19582:4637 153.46893:5940 153.52269:5646 153.57671:4260 177.16376:23125 179.80093:5748 184.92436:5603 184.98947:5842 185.06743:5640 185.12906:5323 185.65038:5712 185.72191:4708 189.16521:6577 228.33687:7044 228.53131:8083 229.24449:9513 259.24182:35046 289.04401:7523 289.19586:6798 289.47516:6168 290.35126:5579 291.07611:4964 353.42593:5832 377.61267:8448 377.65753:8062 377.84283:7391 378.07520:6896 378.72766:6215 378.92395:11425 379.13043:6923 379.34183:5138 513.84589:9746 646.48456:5862 647.50031:20139 742.01208:6478 742.58557:5611 743.13995:6788 781.03900:5952 843.37970:6714 907.23340:6339,453839,7712,29431,9191,5990,0,0,0,0,0,0,19113,7471,16308,13317,16476,6982,7606,16441,3.21E+04,102456.6405,0.939335252
