Polarity,Alignment.ID,Peak.color.code,Average.Rt.min.,Average.Mz,Metabolite.name,Metabolite,Adduct.type,Post.curation.result,Fill..,MS.MS.assigned,Reference.RT,Reference.m.z,Formula,Ontology,INCHIKEY,SMILES,Annotation.tag..VS1.0.,RT.matched,m.z.matched,MS.MS.matched,Comment,Manually.modified.for.quantification,Manually.modified.for.annotation,Isotope.tracking.parent.ID,Isotope.tracking.weight.number,RT.similarity,m.z.similarity,Simple.dot.product,Weighted.dot.product,Reverse.dot.product,Matched.peaks.count,Matched.peaks.percentage,Total.score,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,QC_1x,QC_2x,QC_3x,QC_MSMS,XZ_100,XZ_101,XZ_102,XZ_103,XZ_104,XZ_83,XZ_84,XZ_85,XZ_86_PBS,XZ_87,XZ_88,XZ_89,XZ_90,XZ_91,XZ_92,XZ_93,XZ_94,XZ_95,XZ_96_PBS,XZ_97,XZ_98,XZ_99,X1,X1.1,ppm
Pos,17318,yellow,16.161,728.55756,PE P-36:2|PE P-18:1_18:1a,PE P-18:1_18:1,[M+H]+,null,0.46,TRUE,10.981,728.5589,C41H78NO7P,EtherPE,CFANDHZPOSNKNO-UHFFFAOYSA-N,O=C(OC(COC=CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17318,0,0,1,0.47,0.7,0.79,5,2,2.37,13.03,QC_MSMS_pos_top80_1,728.55841:108003 729.56308:60040 730.56775:154259,79.05438:270230 79.55177:32768 79.70076:33685 81.03369:111107 81.07005:997183 83.08570:856581 85.06515:51985 85.10139:277020 87.64270:33989 91.05419:53522 92.24780:72193 93.07012:321705 93.41083:40970 95.04916:44824 95.08564:1492700 97.06506:363123 97.10129:721628 105.07013:128577 107.08563:405493 109.10139:866449 111.08058:144198 111.11697:345144 113.09610:50380 119.08548:120508 121.10138:927713 123.11703:415634 125.09631:102088 125.13252:65415 131.67345:36866 133.10135:160474 135.11685:766959 137.09592:46363 137.13258:173090 139.11186:127394 147.11705:125941 148.61374:35185 149.13266:514978 150.80075:35427 151.14816:94459 152.06015:37389 153.12758:136021 155.01054:181311 161.13274:76780 163.14832:257490 165.16383:135392 167.14348:53512 175.14801:55528 177.16399:110982 179.17917:46144 191.17998:122317 205.19554:47787 245.22693:39739 247.24217:321134 265.25278:682350 292.29993:1255965 305.28397:282452 305.68057:42945 308.29489:300638 310.30997:92648 339.28955:14470654 354.15967:45794 390.27701:2468440 393.69876:42471 446.30167:66749 464.31369:109953 561.30566:50017 587.53986:163661,474906,282566,429795,1079706,142877,514630,627280,211504,519287,467846,490460,160636,0,405302,151542,113059,470637,168088,122238,499540,144179,621796,0,85913,161203,125336,325781.7193,248636.6323,1.839247314
Pos,17323,yellow,13.351,728.5603,PE P-36:2|PE P-18:1_18:1b,PE P-18:1_18:1,[M+H]+,null,1,TRUE,10.981,728.5589,C41H78NO7P,EtherPE,CFANDHZPOSNKNO-UHFFFAOYSA-N,O=C(OC(COC=CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17323,0,0,0.99,0.47,0.7,0.79,5,2,2.37,6291.05,QC_MSMS_pos_top80_1,728.56055:78356384 729.56521:35011616 730.56988:8643318,79.05438:270230 79.55177:32768 79.70076:33685 81.03369:111107 81.07005:997183 83.08570:856581 85.06515:51985 85.10139:277020 87.64270:33989 91.05419:53522 92.24780:72193 93.07012:321705 93.41083:40970 95.04916:44824 95.08564:1492700 97.06506:363123 97.10129:721628 105.07013:128577 107.08563:405493 109.10139:866449 111.08058:144198 111.11697:345144 113.09610:50380 119.08548:120508 121.10138:927713 123.11703:415634 125.09631:102088 125.13252:65415 131.67345:36866 133.10135:160474 135.11685:766959 137.09592:46363 137.13258:173090 139.11186:127394 147.11705:125941 148.61374:35185 149.13266:514978 150.80075:35427 151.14816:94459 152.06015:37389 153.12758:136021 155.01054:181311 161.13274:76780 163.14832:257490 165.16383:135392 167.14348:53512 175.14801:55528 177.16399:110982 179.17917:46144 191.17998:122317 205.19554:47787 245.22693:39739 247.24217:321134 265.25278:682350 292.29993:1255965 305.28397:282452 305.68057:42945 308.29489:300638 310.30997:92648 339.28955:14470654 354.15967:45794 390.27701:2468440 393.69876:42471 446.30167:66749 464.31369:109953 561.30566:50017 587.53986:163661,675954001,621582062,698215859,1008945459,389328848,216053696,252627120,631442496,239906608,175024432,192188672,403381580,794102,143170928,424746314,317276270,193874816,491696859,312518240,246697136,311925905,259669520,208655,37360076,449633395,439219200,351286240.3,235762430.2,1.921601671
Pos,17413,yellow,15.713,730.5755,PE P-36:1|PE P-18:0_18:1,PE P-18:0_18:1,[M+H]+,null,0.92,TRUE,12.054,730.57452,C41H80NO7P,EtherPE,XVYPOHCSLJZFED-UHFFFAOYSA-N,O=C(OC(COC=CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17413,0,0,0.99,0.46,0.72,0.77,5,2,2.37,1037.13,QC_MSMS_pos_top80_1,730.57611:12625708 731.58078:5738984 732.58545:1465046,75.42616:5067 78.06257:5405 78.97343:4784 79.05426:18173 81.07003:111087 83.04934:8151 83.08565:101097 85.10114:27145 85.92843:5352 89.45980:5406 93.07005:58485 95.08559:166363 97.06489:54987 97.10130:103494 99.07503:5222 99.08064:8609 107.08574:42969 109.10132:91305 111.08057:23839 111.11696:67053 115.48853:5609 116.26788:5313 121.10134:103119 122.14473:4975 123.11688:32400 125.09610:20717 125.13232:10148 135.11684:109534 137.13251:19052 139.11203:13226 149.13258:49846 151.14813:12649 152.60657:4840 153.12747:18830 155.01042:19267 160.95856:4902 163.14838:25053 165.16374:6909 167.14308:12543 177.16386:8732 181.15904:8190 191.17923:10448 215.58253:5232 233.09668:5860 239.46698:5806 247.24194:43037 265.25272:82185 294.31561:150919 307.29980:97267 308.29465:28527 312.32590:19131 339.28946:1752984 341.30527:20795 367.31937:27591 380.52948:5841 385.39319:5602 392.29245:271827 397.12070:6704 398.60910:5975 448.31924:11173 466.32895:12520 589.55823:13870 606.82800:6367 719.49304:6666,126627718,120396022,122535908,171635164,48549914,30730273,39795793,81805412,34827910,28936544,28557327,58928832,14786,22152012,59658442,45013596,30450274,73455300,44388852,37334460,52283644,36580504,11934,6070671,62296291,58967139,54692489.35,41170817.73,1.341410045
Pos,17792,yellow,12.415,738.54504,PE P-37:4|PE P-17:0_20:4,PE P-17:0_20:4,[M+H]+,null,0.88,TRUE,10.394,738.54321,C42H76NO7P,EtherPE,SUCZWPZZJOWHRI-UHFFFAOYSA-N,O=C(OC(COC=CCCCCCCCCCCCCCCC)COP(=O)(O)OCCN)CCCCCCC=CCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17792,0,0,0.99,0.21,0.38,0.85,5,2,2.27,839.34,QC_MSMS_pos_top80_1,738.54517:15212432 739.54983:7124540 740.55450:1801304,79.05435:77035 81.07014:122093 83.08582:42865 85.06521:11411 90.41721:7029 91.05438:130033 92.24371:13973 93.07011:102709 95.04932:10884 95.08569:135563 97.06499:69698 97.10133:30892 98.63918:6356 104.91000:6665 105.07014:96684 107.08573:88771 109.06525:8347 109.10136:79328 111.11691:10730 111.39934:6519 111.48591:7149 112.81226:6641 117.07007:73921 119.08573:160504 121.10143:109347 123.08060:27152 123.11710:36484 125.09631:11550 129.05493:79241 129.06999:17180 130.82195:6918 131.08582:90781 132.47920:7036 133.10133:103957 135.11696:54731 137.09615:9900 137.13264:15920 143.08603:16575 144.63132:6779 145.10129:52732 147.11702:61688 149.09567:14459 149.13266:29403 150.24541:7143 151.14787:8077 157.10152:49174 159.11700:29351 161.09615:11574 161.13275:31683 163.14828:19851 171.11699:53880 173.13322:19820 175.11183:12587 175.14859:41230 177.16412:15677 177.69696:8138 184.07379:30772 185.13263:32022 187.14847:28047 189.12726:11343 189.16396:16010 191.17929:10642 192.15736:7514 197.11710:14160 199.14830:21101 201.16394:25399 203.17973:160612 213.16341:7138 216.27090:9205 216.39493:8090 225.85130:8023 240.68622:7501 245.22676:7936 269.22684:57536 270.38113:8190 273.65945:8755 280.30038:151487 287.23761:9147 293.28439:101503 298.31049:21592 322.32867:7779 330.28006:28176 361.27402:470374 374.42679:7672 378.27737:274882 380.40042:7316 391.32755:7080 401.58841:8176 434.30438:10565 452.31247:10388 454.07104:7630 597.52344:14493 601.63495:7853 671.32605:8384 725.77490:8220,100257628,51560213,104166461,140979798,68269830,24203796,26316858,85614590,25499802,19797096,18013656,66642294,16976444,17961566,64626986,56373664,20770340,74929727,44482563,21941724,57838197,23484024,15433771,15556301,65160896,67966257,49800941.54,33312567.42,2.477850957
Pos,17962,yellow,13.789,742.57629,PE O-37:3|PE O-16:0_21:3,PE O-16:0_21:3,[M+H]+,null,0.92,TRUE,11.364,742.57452,C42H80NO7P,EtherPE,CYMDTZVHHKKZRU-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCCCCCCC=CCC=CCC=CCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17962,0,0,0.99,0.2,0.37,0.75,1,1,1.58,155.22,QC_MSMS_pos_top80_1,742.57611:1745772 743.58078:903440 744.58545:242468,75.04060:5099 75.04424:4437 75.22366:3970 77.75120:4109 79.28899:4455 82.74278:4471 85.10139:66223 87.08168:5299 95.08594:4495 98.73300:5383 99.11695:10198 102.45426:4318 111.58516:5169 113.13261:6338 120.42918:5498 125.93477:5285 144.10460:5573 146.98204:6573 152.54115:4830 169.29141:5635 264.26855:20280 278.28455:5856 282.27896:6952 325.73672:5058 346.30951:11482 601.55621:55629 683.50092:5922,8499069,7456364,15006956,16366004,5248629,2529961,3766145,10524927,2782483,2425805,2928029,5874979,2142,2400598,6770870,3715256,2393810,6550462,3801852,3209200,3855574,3735892,1912,482665,6289499,4561289,5045398.938,4014335.972,2.383599157
Pos,18319,yellow,11.445,750.54407,PE P-38:5|PE P-18:1_20:4,PE P-18:1_20:4,[M+H]+,null,0.92,TRUE,9.956,750.54321,C43H76NO7P,EtherPE,UIOPUEZHKHUYIV-UHFFFAOYSA-N,O=C(OC(COC=CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCCCCCC=CCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,18319,0,0,1,0.21,0.4,0.83,5,2,2.27,181.97,QC_MSMS_pos_top80_1,750.54407:120791616 751.54874:56581196 752.55340:14602072,78.97697:65144 79.05434:976608 80.45738:54575 81.03365:141328 81.07005:1411144 82.98003:58651 83.08572:381773 85.06499:164129 85.10151:114488 88.11224:88910 90.08846:67078 91.05444:1253248 91.68073:63196 93.07007:1330985 94.78687:63519 95.04924:134253 95.08566:1778998 97.06490:792932 97.10121:357781 105.07007:1099167 107.08572:1098430 109.06510:91690 109.10139:780665 111.08062:91537 111.11707:70461 117.07005:615705 119.08572:1814664 121.10135:1170828 123.08067:186913 123.11693:227548 125.09633:141489 127.82161:57917 129.05473:906854 129.07005:273454 131.08575:778943 133.10129:1199417 135.08057:94807 135.11682:493295 137.09625:207078 137.13239:144555 142.06198:63387 143.08554:293478 145.10124:534455 147.11694:661972 149.09653:131740 149.13272:340547 151.14822:64106 155.01030:116327 157.10159:469098 159.11685:313540 161.09593:169935 161.13268:453250 163.11180:122168 163.14862:169266 169.10129:84716 171.11699:492060 173.13298:170457 175.11249:89787 175.14807:398134 177.16348:120038 183.11604:83871 185.13248:359970 186.07835:67218 187.14828:212938 187.74820:78253 189.16420:191952 197.11806:207296 199.14832:187700 201.16383:319493 203.14337:78759 203.17969:1524562 213.16368:91296 215.17958:118269 227.17944:104462 228.92345:67799 245.22676:88170 269.22668:500114 287.23746:175309 287.27377:138492 292.29996:1394193 305.28369:307589 310.31070:114656 330.27924:191153 361.27399:5293276 366.00635:67936 387.28964:115832 390.25113:136496 390.27689:2826348 464.31665:131179 540.30042:72329 590.75958:68332 609.52411:103007,693962299,561614896,720356821,1513401466,572568576,408508701,389182816,822585920,459181024,367930023,335770085,572427136,0,280534957,572940736,467622016,403697152,654071104,428519104,394652256,480464320,449166297,0,66985924,575873664,587425344,491517024.5,290104226,1.14583676
Pos,18413,yellow,13.445,752.55994,PE P-38:4|PE P-18:0_20:4,PE P-18:0_20:4,[M+H]+,null,0.92,TRUE,10.487,752.5589,C43H78NO7P,EtherPE,ZTZQZGHJLWFLFQ-UHFFFAOYSA-N,O=C(OC(COC=CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN)CCCCCCC=CCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,18413,0,0,1,0.21,0.38,0.83,5,2,2.27,282.53,QC_MSMS_pos_top80_1,752.55981:44354980 753.56448:20801250 754.56915:5686713,75.38387:5019 75.68771:4525 76.17856:5617 79.05441:73005 81.07009:127107 83.08572:36395 85.06514:9939 85.10136:6871 87.98399:4854 88.11225:72977 89.11568:8787 91.05440:93204 93.07006:99114 95.04930:14906 95.08565:125163 97.06488:52594 97.10132:35568 97.84158:4796 105.07017:84134 107.08568:85533 109.06509:6613 109.10140:65559 110.30660:5770 111.08080:6806 111.11701:10168 117.07007:52133 119.08569:135152 120.16634:5235 120.73048:5499 120.96622:24150 121.10138:110531 123.08051:22233 123.11685:33888 129.05479:91134 129.06996:17930 130.79829:5487 131.08569:61835 133.10133:91801 134.75497:5986 135.08043:16505 135.11691:62798 137.09634:8620 137.13255:7443 143.08563:13189 145.10133:35963 147.08037:8545 147.11700:41242 149.09636:17203 149.13277:27296 151.14856:6704 155.01060:7206 157.10146:41655 159.11699:30539 161.09657:10419 161.13252:32547 163.11212:12658 163.14825:17909 164.00861:31783 171.10179:6920 171.11697:38484 173.13260:19019 175.14796:25064 177.16345:8831 185.13264:26334 187.14815:15894 189.12744:6944 189.16412:21295 197.11685:8732 199.14777:15643 201.16394:14802 203.17960:111029 210.93320:5675 213.16409:8026 215.17917:7632 227.17961:8769 236.78560:5615 241.19530:11824 245.22624:9788 260.46588:5222 269.22662:51385 287.23679:15057 294.31573:132993 307.29990:68895 312.32550:19414 330.27954:19563 361.27390:432329 363.28949:12095 392.29276:249231 442.24313:5827 448.31909:12438 458.85596:7254 466.33121:13497 589.54736:10903 611.53210:8939 659.64386:5923 709.50385:18282,279863791,285477336,295727495,331325797,111919762,81100941,81306149,149193255,93556907,80073456,68353188,116398425,1161052,63243542,110638062,89696172,86851907,136109200,83164904,81219038,104170317,92500251,1272965,18414221,109600304,111358364,117834492.4,86123653.66,1.381951632
Pos,18518,yellow,14.41,754.57623,PE P-38:3|PE P-16:0_22:3,PE P-16:0_22:3,[M+H]+,null,0.92,TRUE,11.924,754.57452,C43H80NO7P,EtherPE,BXLKXLUOQHXHNH-UHFFFAOYSA-N,O=C(OC(COC=CCCCCCCCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCCC=CCC=CCC=CCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,18518,0,0,1,0.37,0.68,0.79,5,2,2.35,1561.04,QC_MSMS_pos_top80_1,754.57593:25410488 755.58060:12613504 756.58526:3281862,76.19848:5394 79.05441:66933 81.07010:201613 83.04914:15175 83.08567:77945 84.44961:5639 85.06481:7937 85.10126:20343 91.05455:36818 93.07006:126190 95.04926:10397 95.08565:224939 97.06482:45280 97.10130:51633 98.56335:5280 99.08051:14897 105.07011:39892 107.08571:104841 109.06514:10178 109.10143:119449 111.08057:11510 111.11700:23378 113.09561:6142 117.06995:13304 119.08579:33935 121.10132:126899 123.11685:56308 125.09621:17566 127.33004:5641 131.08571:29386 133.10126:40039 135.08026:6234 135.11690:85937 137.09595:10289 137.13251:20263 145.10121:35319 146.47786:5059 147.11681:7637 149.09610:6676 149.13260:48879 150.08296:6577 151.11211:10826 151.14833:9490 155.01073:11207 159.11707:31941 161.13260:18943 162.45738:5716 163.11179:9198 163.14838:11213 165.12747:6181 173.13286:27626 175.14830:9296 177.12798:9005 177.16391:9472 187.14812:18833 189.16348:7923 191.14307:9233 191.17953:6091 191.70953:6774 203.17934:7936 205.19510:26084 213.84714:5498 217.19533:9371 219.21028:7020 257.00171:5326 261.25824:6753 266.28442:145557 279.26855:113987 284.29517:22841 294.31616:7475 299.27322:32921 308.25690:6962 317.28391:20632 334.03387:5515 360.32666:21643 363.28940:49876 364.26138:304358 391.32086:1397977 392.29269:9285 420.28815:14482 438.29678:25950 582.56000:5547 604.02209:5863 613.55420:8312 720.30865:6408 747.24030:8768,212969321,217841260,219576769,231527795,17973993,131614667,167727897,38873028,151038716,115447149,127681209,21757315,87219,95772457,22554106,15035225,116115428,23903579,14814999,123329648,16443699,173750030,149516,23424379,22990080,17213625,89215888.72,79778030.62,2.266177766
Pos,19595,yellow,10.884,774.54395,PE P-40:7|PE P-18:1_22:6,PE P-18:1_22:6,[M+H]+,null,0.92,TRUE,9.874,774.54321,C45H76NO7P,EtherPE,UKPNUUDYLNCIOE-UHFFFAOYSA-N,O=C(OC(COC=CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCC=CCC=CCC=CCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,19595,0,0,1,0.28,0.53,0.82,5,2,2.31,2690.3,QC_MSMS_pos_top80_1,774.54388:38221536 775.54855:17345202 776.55322:19462552,76.68822:8624 79.05434:320396 81.03349:52363 81.07008:385059 83.04926:10779 83.08579:75164 85.06497:11001 85.10122:13204 86.09650:13543 87.43692:11550 91.05438:363940 93.06999:402695 95.04922:65246 95.08564:404079 97.06484:72773 97.10130:53863 98.98465:12679 103.03915:10979 105.04500:12312 105.07007:231240 105.41704:9706 107.08569:239808 109.06509:27879 109.10139:186800 111.08069:16813 111.11691:20727 115.05434:12597 117.07001:183912 119.08572:278607 120.46292:10197 121.06486:25401 121.10139:204422 123.08062:29795 123.11688:56682 124.99969:12336 129.07005:96963 131.08566:254382 133.10126:210341 135.08034:31904 135.11691:111469 137.09628:23645 141.07004:21933 143.08556:92232 145.10126:170790 147.08032:23775 147.11684:109784 149.09634:30016 149.13266:40196 152.30240:10132 155.01079:16658 155.08525:30927 157.10139:75486 159.08043:10316 159.11696:127596 161.09616:44267 161.13245:94821 163.14847:14231 163.16202:10192 167.08522:13983 167.12238:10417 169.10130:38249 171.11697:70475 173.13283:59337 175.14810:40531 181.10130:13285 183.11729:51264 184.07349:133027 185.07677:38321 185.13263:42101 187.11200:19714 187.14783:31043 188.63284:11792 195.11664:16535 197.13210:15856 198.08910:84513 199.11212:13912 199.14870:31334 201.16409:43631 209.13216:21286 211.14810:20124 213.16380:26811 218.26999:13930 223.14844:21190 292.29996:355263 305.28421:50178 310.31018:62987 354.27939:53381 385.27390:2016358 390.27695:638493 403.09521:12901 446.30377:19408 464.31488:41889 482.83994:10777 540.76575:12552 633.52289:22497,273368637,372322708,224533853,438809891,252053872,50889984,47732212,333075904,58231064,49198040,44062376,250094144,59513,40469252,242151760,210353408,52985296,264224496,192778064,54653523,216271696,60751868,93924,11305433,259713472,275698912,164457050.1,128703227.2,0.95540183
Pos,19697,yellow,11.461,776.56049,PE P-40:6|PE P-18:1_22:5,PE P-18:1_22:5,[M+H]+,null,0.81,TRUE,10.614,776.5589,C45H78NO7P,EtherPE,MERDTQWSAMFCRO-UHFFFAOYSA-N,O=C(OC(COC=CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCCCCC=CCC=CCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,19697,0,0,0.99,0.24,0.41,0.84,5,2,2.28,979.7,QC_MSMS_pos_top80_1,776.56079:11238101 777.56546:5959182 778.57013:1324530,77.03851:8946 79.05442:104959 81.03384:9553 81.07008:217253 82.12792:6743 83.08581:79988 85.10143:27033 86.09632:7531 88.11224:30694 91.05433:133156 92.24409:18216 93.07002:178598 94.61813:7709 95.04927:15246 95.08570:305167 95.46696:7466 97.06506:32853 97.10136:83867 99.08066:8059 101.65328:6550 105.07003:103478 107.08573:111379 109.10136:155332 111.08051:12873 111.11697:35486 117.06997:53096 119.08572:117334 121.10136:151088 123.08072:15437 123.11694:73368 129.07001:11608 131.08569:85532 132.75500:7165 133.10138:97248 135.11699:90584 137.09636:11425 137.13257:19075 139.11124:11440 143.08569:18908 145.10121:58769 146.98184:11785 147.11678:53105 149.09618:7814 149.13264:40362 151.14845:14416 155.01079:12799 157.10152:23167 159.11710:40182 161.13283:40071 163.14848:21318 171.11674:21435 173.13251:19882 175.14796:19767 184.07352:130662 185.07701:55192 185.13280:18225 186.07773:61266 187.14812:15948 189.16341:16435 199.14803:15070 201.16422:15676 243.17458:9124 247.24251:13866 253.25278:25337 265.25290:47570 292.29987:136200 305.28406:10104 310.31030:23259 310.46069:9449 327.28967:27430 339.28918:18414 352.28537:20821 356.29520:27015 357.87180:8882 387.28958:1052471 389.30536:15426 390.27722:258333 434.46796:9005 451.14310:9695 456.95679:9000 464.31290:15384 482.93130:9952 577.52118:10807 591.53534:432507 622.73608:9264 635.53931:26120,72982842,66152269,71054939,149671111,19971451,25797903,25819680,41288608,37693756,30823793,26344030,15307778,24328,24632394,21804190,14342811,24188524,27412006,16454327,22364184,15940815,33501234,6986,5763859,23993318,20965684,32088570,30289627.85,2.047494401
Pos,19826,yellow,11.721,778.5766,PE O-40:6|PE O-18:1_22:5,PE O-18:1_22:5,[M+H]+,null,0.88,TRUE,11.222,778.57452,C45H80NO7P,EtherPE,WDGYAMXOSUZFPG-UHFFFAOYSA-N,O=C(OC(COCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCCCC=CCCCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,19826,0,0,0.99,0.07,0.19,0.75,1,1,1.52,88.25,QC_MSMS_pos_top80_1,778.57660:4246068 779.58127:2011104 780.58593:676175,75.36555:5171 77.66156:4535 79.05437:5766 81.06998:40827 83.08571:133236 84.22277:4644 84.89382:4881 85.10148:33160 86.09653:9664 88.94032:5003 91.05439:5284 93.07006:8753 95.08574:46978 97.10136:182651 102.05515:131338 103.05851:14882 107.08572:8761 109.10135:40394 111.11700:87929 120.11939:4991 121.10130:15648 123.11689:18535 125.13264:30539 126.30186:5343 131.08546:6937 132.43710:5793 133.10161:7776 134.03207:5227 135.11662:16591 137.13274:10874 139.06070:4669 146.98209:26617 149.13281:9078 151.14848:6378 173.02098:8163 175.14789:6453 184.07350:21466 198.48804:5585 217.45154:4842 233.80487:5972 245.06335:5485 267.81647:7558 289.28925:8656 307.29926:11243 315.39160:5921 356.29526:21770 417.81714:5476 428.50916:5110 516.48553:5525 593.54089:6393 595.50702:8492 617.48810:5768 637.55640:83434 719.49762:22709,20793757,19189838,24371525,43418293,14250494,7778775,8556447,22230870,9733645,8885866,9703429,13889989,1828,7466666,15503174,15384039,8700709,20377318,13628054,9401168,15397300,9781181,1358,2519219,19284932,15601189,13686579.37,8839408.943,2.671549025
Pos,19944,yellow,14.312,780.5921,PE P-40:4|PE P-18:1_22:3,PE P-18:1_22:3,[M+H]+,null,0.92,TRUE,12.044,780.59021,C45H82NO7P,EtherPE,ZXESBKMPBZUFOL-UHFFFAOYSA-N,O=C(OC(COC=CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCCC=CCC=CCC=CCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,19944,0,0,0.99,0.38,0.7,0.8,5,2,2.36,330.87,QC_MSMS_pos_top80_1,780.59222:13085675 781.59689:6466069 782.60156:1968626,79.05440:74608 81.03368:22531 81.07011:240651 83.08567:89346 83.89150:7727 85.06499:8270 85.10138:8948 91.05449:62718 92.24392:10267 93.07006:158182 95.04932:15706 95.08563:272371 96.55130:6636 97.06501:46279 97.10131:76082 99.08046:13391 100.10091:7710 104.10703:15604 105.07026:58897 107.08576:150148 109.06509:12103 109.10137:167031 109.24895:8078 111.08071:12036 111.11694:23955 111.18273:7065 113.09645:10318 117.07009:20793 119.08580:46974 121.10141:142906 123.08046:15455 123.11698:61619 125.09618:16482 131.08551:22790 133.10138:68190 134.17511:7600 135.11694:108694 137.09624:30299 137.13266:23509 145.10132:45330 147.11697:39510 149.09602:12109 149.13255:55999 151.11218:8649 151.14819:15117 153.12682:12999 155.01089:18709 159.11714:30442 161.13266:33772 163.11197:20839 163.14821:22711 165.16374:11731 173.13245:30686 175.14844:9579 177.12762:8810 178.23491:7401 187.14825:17860 189.16376:11135 191.14311:9526 191.17952:16997 203.17923:7931 205.19527:24413 217.19568:17547 219.21107:14774 221.49759:7272 287.27426:14969 292.30011:182002 295.95239:8249 299.27353:30275 305.28400:38391 310.31110:26232 317.28421:21226 360.32642:32569 381.62338:8365 390.25113:12218 390.27719:387132 391.32108:1737866 446.30362:17105 464.31454:13607 595.35559:8485 639.57166:17085 774.65991:9555 777.73022:9057 780.63562:28888,96071211,42227782,94376276,229756047,8144325,61689502,71383076,18800497,75685112,53226904,54766383,9878255,28807,44010368,11920638,6971473,59089462,11014863,6233132,67401621,6713309,85295925,22036,10591808,8629079,7905833,43916681.69,49571440.35,2.421244817
